ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
2405,Gansu Dingxi Afforestation Project,Dingxi City Chankou Forestry Proving Ground,Agriculture Forestry and Other Land Use,ARR; IFM,AR-ACM0003,Registered,China,706810,Asia,11/29/2021,9/22/2016,9/21/2076
2403,Riau Ecosystem Restoration Carbon Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD; WRC,VM0007,Registered,Indonesia,6870411,Asia,10/20/2021,6/17/2016,6/16/2073
2404,Reforestation of degraded land by MTPL in India,Mangalam Timber Unit of Mangalam Cement Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,India,146998,Asia,3/3/2022,6/25/2001,6/24/2031
2402,Linshu Biogas Recovery and Power Generation Project,VPOWER New Energy Technology (LinYi) LTD,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0014,Registered,China,359691,Asia,8/4/2021,9/20/2019,9/19/2026
2401,Reforestation of Degraded Lands in Sierra Leone,Miro Forestry Developments Limited,Agriculture Forestry and Other Land Use,ARR,AR-AM0003,Registered,Sierra Leone,126297,Africa,12/23/2021,5/16/2016,5/15/2046
2391,Gansu Tianshui Afforestation Project,Tianshui Forestry Science Institute,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,342003,Asia,6/3/2022,9/21/2016,9/20/2076
2390,Installation of high efficiency wood burning cookstoves in Angola,C-Quest Capital Stoves Asia Limited,Energy demand,,VMR0006,Registered,Angola,2567788,Africa,3/6/2023,11/11/2021,11/10/2031
2386,Rotunda Forest Carbon Project,Global Forest Support GmbH,Agriculture Forestry and Other Land Use,IFM,VM0012,Registered,Romania,5662,Europe,9/13/2021,1/1/2018,12/31/2047
2384,Recipe for Change Grouped Project,Wonderbag UK,Energy demand,,AMS-II.C.; AMS-II.G.,Registered,South Africa,103254,Africa,5/12/2021,3/15/2019,3/14/2026
2382,Niger Acacia Senegal Plantation Project,Achats Service International,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Niger,24957,Africa,10/25/2021,12/21/2005,12/20/2035
2383,Guizhou Wenjiaba CMM Power Generation Project,"Guizhou Shuikuang Orion Clean Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,103297,Asia,3/31/2022,9/24/2020,9/23/2030
2375,Jilin Sanchazi Afforestation Project,"Jilin Forest Industry Environmental Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,10576,Asia,8/13/2021,8/15/2016,8/14/2076
2372,Installation of high efficiency wood burning cookstoves in Malawi - Project 2,Bridge Carbon Africa Stoves Development Private Limited,Energy demand,,VMR0006,Registered,Malawi,1924569,Africa,11/12/2021,7/5/2020,7/4/2030
2373,Yellow Ipê Grouped REDD Project,Ecológica Assessoria Ltda.,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,540179,Latin America,12/14/2021,3/1/2020,2/28/2050
2369,Forestal Apepu Carbon Project,Forestal Apepu,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Paraguay,12902,Latin America,1/23/2023,6/28/2019,6/27/2039
2370,Zhangye City Afforestation Project in Gansu Province,Zhangye Academy of Forestry Sciences,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,238392,Asia,8/13/2021,5/10/2016,5/9/2076
2366,Installation of high efficiency wood burning cookstoves in Tanzania,Bridge Carbon Africa Stoves Development Private Limited,Energy demand; Energy industries (renewable/non-renewable sources),,VMR0006,Registered,Tanzania,1882271,Africa,12/12/2021,9/23/2020,9/22/2030
2361,Afforestation in cooperation with local landowners for Forestal San Pedro S.A,Forestal San Pedro S.A.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Paraguay,45549,Latin America,3/29/2022,4/5/2015,4/4/2035
2358,Nanchang Zhonglan Huanneng Technical Service Co. Ltd. Maiyuan LFG Power Generation Project,Nanchang Zhonglan Huanneng Technical Service Co. Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,155699,Asia,4/10/2021,1/1/2019,12/31/2028
2357,Improved cook stove market development in rural Nepal,Practical Action,Energy demand,,AMS-II.G.,Registered,Nepal,44763,Asia,11/23/2021,11/1/2018,10/31/2028
2355,Suzhou Qizishan MSW landfill site redundant LFG recovery to power project,"Suzhou Baichang Renewable Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,40317,Asia,8/25/2021,12/1/2020,11/30/2030
2352,Shizaiqian MSW landfill site LFG recovery to power project,"Quanzhou BCCY New Energy CO., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,66269,Asia,3/8/2022,7/1/2019,6/30/2029
2353,Qingdao Xiaojianxi Phase II MSW landfill site LFG recovery to power project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,73157,Asia,4/30/2021,4/13/2019,4/12/2029
2349,Installation of high efficiency wood burning cookstoves in Kenya,Bridge Carbon Africa Stoves Development Private Limited,Energy demand,,VMR0006,Registered,Kenya,1500000,Africa,5/13/2022,10/6/2020,10/5/2030
2350,Installation of high efficiency wood burning cookstoves in Uganda,Bridge Carbon Africa Stoves Development Private Limited,Energy demand,,VMR0006,Registered,Uganda,1459980,Africa,3/16/2023,12/15/2021,12/14/2031
2351,Installation of high efficiency wood burning cookstoves in Mozambique,Bridge Carbon Africa Stoves Development Private Limited,Energy industries (renewable/non-renewable sources),,VMR0006,Registered,Mozambique,1713078,Africa,5/13/2022,1/27/2021,1/26/2031
2348,Motion Energy EV Industry Charger Project,Motion Energy Group,Transport,,VM0038,Registered,Australia,20000,Oceania,4/27/2022,1/1/2021,12/31/2027
2347,FOÇA BIOGAS ENERGY POWER PLANT,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AM0073,Registered,Turkey,331795,Middle East,11/18/2021,10/29/2019,10/28/2026
2345,Green Gold Loreto 1,Green Gold Forestry Peru SA.,Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,Peru,490291,Latin America,1/7/2022,8/1/2020,7/31/2040
2343,Zhanjiang Mangrove Afforestation Project,"Third Institute of Oceanography, Ministry of Natural Resources",Agriculture Forestry and Other Land Use,ARR,AR-AM0014,Registered,China,4020,Asia,3/19/2021,4/30/2015,4/29/2055
2341,Installation of high efficiency wood burning cookstoves in Zimbabwe,Bridge Carbon Africa Stoves Development Private Limited,Energy demand,,VMR0006,Registered,Zimbabwe,454274,Africa,5/31/2022,11/29/2020,11/28/2030
2342,Installation of high efficiency wood burning cookstoves in Malawi,Bridge Carbon Africa Stoves Development Private Limited,Energy demand,,VMR0006,Registered,Malawi,915838,Africa,11/25/2021,12/1/2020,11/30/2030
2338,"TIST Program in Kenya, VCS-CCB 010",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registered,Kenya,93619,Africa,9/23/2021,2/1/2015,1/31/2075
2339,"TIST Program in Uganda, VCS-CCB 010",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registered,Uganda,83340,Africa,8/30/2021,2/1/2015,1/31/2075
2337,Sanya Landfill Gas Power Generation Project,"Hainan Sanya Xinzhongshui Enviromental Protection Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,89751,Asia,12/2/2020,3/22/2019,3/21/2029
2336,Energy Efficient Cook Stove Implementation in India,Enen Green Services Private Limited,Energy demand,,VMR0006,Registered,India,55890,Asia,12/7/2021,6/28/2019,6/27/2029
2335,Zhangjiakou Landfill Gas Power Generation Project,Zhangjiakou Xinzhongshui Energy Technology Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,137156,Asia,11/11/2020,1/3/2019,1/2/2029
2326,Guangxi Jinxiu IFM (conversion  of  logged  to  protected  forest)  Project,"Jinxiu Yao Autonomous County Zhengtong Asset Management Co., Ltd",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,58501,Asia,7/12/2022,3/1/2016,2/29/2036
2327,Guangxi Huanjiang IFM (conversion of logged to protected forest) Project,"Huanjiang Maonan Autonomous County Huashan Forestry Investment Co., Ltd",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,53992,Asia,7/28/2022,7/1/2016,6/30/2036
2324,COMMUNITY BASED AVOIDED DEFORESTATION PROJECT IN GUINEA-BISSAU - REDD,BioGuinea Foundation,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Guinea-Bissau,920436,Africa,10/27/2020,3/31/2011,3/30/2031
2322,Monet Forest Conservation Project,Solifor Bloc Monet S.E.C.,Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,Canada,7552,North America,9/3/2021,5/1/2016,4/30/2036
2318,Luviro hydro plant,AERA Group.,Energy industries (renewable/non-renewable sources),,AMS-I.L.,Registered,"Congo, The Democratic Republic of The",26529,Africa,1/15/2021,10/1/2020,9/30/2027
2317,REDD+ Project Magnolios de Yarumal,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Colombia,329260,Latin America,12/5/2023,2/23/2016,2/22/2036
2311,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-001,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,37722,Africa,3/10/2020,10/9/2018,10/8/2028
2312,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-002,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,18217,Africa,5/16/2023,3/11/2019,3/10/2029
2313,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-003,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,37950,Africa,9/29/2022,3/17/2019,3/16/2029
2314,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-004,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,13752,Africa,12/16/2022,9/2/2019,9/1/2029
2315,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-005,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,37950,Africa,12/16/2022,7/15/2019,7/14/2029
2309,Henrietta solar PV project,Akuo Energy (Mauritius) Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mauritius,26254,Africa,10/26/2020,4/22/2019,4/21/2026
2307,Ambatolampy Solar PV,New Energy Africa Ambatolampy (NEA Ambatolampy),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Madagascar,23431,Africa,11/4/2020,7/10/2018,7/9/2028
2303,Energy Efficient Cooking Solution for low emission development in Nepal-2,Environment Protection Centre (EPC),Energy industries (renewable/non-renewable sources),,AMS-II.G.,Registered,Nepal,33672,Asia,3/28/2022,9/20/2018,9/19/2028
2302,Guizhou Dongyijing CMM Power Generation Project,"Liupanshui Zhongding New Energy Development Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,174220,Asia,4/10/2021,5/8/2019,5/7/2029
2299,Hunan Xiangtan Landfill Gas Power Generation Project,"Xiangtan Xiangneng New Energy Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,104582,Asia,8/10/2020,1/29/2019,1/28/2029
2297,REDD+ Project Pueblos indígenas resguardando la selva,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Colombia,2365816,Latin America,7/12/2024,12/31/2016,12/30/2026
2293,NIHT Topaiyo REDD +,NIHT Inc.,Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,Papua New Guinea,2262521,Oceania,9/30/2020,6/1/2017,5/31/2047
2291,Guizhou Panjiang Low Concentration Coal Mine Methane Power Generation Project Phase 2,"Guizhou Panjiang CBM Development&Utilization Co., Ltd.","Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,ACM0008,Registered,China,419925,Asia,11/30/2020,2/26/2018,2/25/2028
2292,Guizhou Panjiang Low Concentration Coal Mine Methane Power Generation Project Phase 3,"Guizhou Panjiang CBM Development&Utilization Co., Ltd.","Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,ACM0008,Registered,China,589187,Asia,11/26/2020,,
2290,BLUE CARBON PROJECT GULF OF MORROSQUILLO “VIDA MANGLAR”,Conservation International Foundation,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Colombia,31310,Latin America,5/6/2021,5/15/2015,5/14/2045
2278,The Jaguar Amazon REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0006,Registered,Peru,3751851,Latin America,3/12/2021,1/1/2018,12/31/2057
1069,"8 MW bundled wind power project, proposed by Ghodawat Industries (India) Pvt. Ltd.",Ghodawat Industries (I) Pvt.Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,116926,Asia,4/6/2020,,
1075,Kohinoor Wind Power Project in Rajasthan,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,37741,Asia,10/3/2010,,
1088,"4.2 MW Wind Power Project by National Enterprises at Tamil Nadu, India",National Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,9294,Asia,6/21/2013,,
1103,Upgrade of Dominican Power Partners’ Los Mina power station from open cycle to combined cycle power generation,"DOMINICAN POWER PARTNERS, LDC",Energy industries (renewable/non-renewable sources),,ACM0007,Registered,Dominican Republic,345758,Latin America,7/5/2013,1/1/2016,12/31/2025
1105,OSMANCIK HYDROELECTRIC POWER PLANT,Turhal Enerji Uretim ve Ticaret A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,17472,Middle East,7/18/2013,2/15/2013,2/14/2033
1114,SONAWADE SMALL HYDRO POWER PROJECT,Mahati Hydro Power Projects Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,16995,Asia,10/23/2013,9/14/2020,9/13/2030
1128,Hangjin Yihewusu Phase I 49.5MW Wind Power Project,"Inner Mongolia Guodian New Energy Co.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,97395,Asia,9/29/2013,,
1117,ARCELIK ENERGY EFFICIENT REFRIGERATORS GROUPED PROJECT,ARCELIK A.S.,Manufacturing industries,,AM0070,Registered,Turkey,177785,Middle East,8/2/2013,1/1/2013,12/31/2032
1121,Anhui Guzhen Biomass Generation Project,"NATIONAL GUZHEN  BIO ENERGY CO.,LTD.",Energy industries (renewable/non-renewable sources),,ACM0018,Registered,China,83258,Asia,6/4/2020,,
1146,The Hyundai Waste Energy Recovery CO-Generation Project Phase II,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0012,Registered,South Korea,1441680,Asia,12/19/2014,,
1160,"6.5 MW cogeneration project in Akbarpur, Punjab",Gillanders Arbuthnot & Co. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,35044,Asia,10/29/2012,,
1174,"Akcay 28.78 MW, Hydroelectric Power Plant Project (HEPP), Turkey",AKCAY HES ELEKTRYK URETYM A.S,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,49610,Asia,11/21/2013,8/14/2019,8/13/2029
1184,Hebei Chengde Weichang Wuxiangliang Wind Power Project,"Hebei Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,298032,Asia,4/6/2020,4/22/2022,4/21/2032
1198,Pembelik Hydro Electricity Power Plant,Darenhes Elektrik Uretimi A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,218634,Middle East,4/7/2020,,
1217,Electricity Generation through Wind Power by SRHHL,Sree Rayalaseema Hi-Strength Hypo Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,11215,Asia,12/20/2013,,
1221,Eglence I-II Hydroelectric Power Plant,Egenda Ege Enerji Uretim A.S,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,114065,Middle East,1/8/2014,4/10/2023,4/9/2033
1242,Inner Mongolia Helin Shimenzi 49.5MW Wind Power Project,"Longyuan Inner Mongolia Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,99790,Asia,4/6/2020,,
1247,CGN Aletai Qinghe Phase I 20MWp Grid-connected PV Power Plant Project,"CGN Solar Power Development Co., LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,26112,Asia,2/26/2014,,
1248,CGN Hami Phase I 20MWp Grid-connected PV Power Plant Project,"CGN Solar Power Development Co., LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,22893,Asia,2/26/2014,,
1249,CGN Kashi Yingjisha Phase I 20MWp Grid-connected PV Power Plant Project,"CGN Solar Power Development Co., LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,23740,Asia,2/26/2014,,
1250,CGN Dunhuang 10MW Grid-connected Solar PV Power Generation Project,CGN Enfinity (Dunhuang) Solar Energy Development,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,14063,Asia,2/25/2014,,
1254,"Yelisirur wind power project, India",Bhoruka Power Corporation Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,49451,Asia,2/26/2014,,
1236,25 MW Solar PV Project in Gujarat,Visual Percept Solar Projects Pvt. Ltd. (VPSPPL),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,32763,Asia,4/6/2020,,
1284,Kandil Dam and Hydroelectric Power Plant,Enerjisa Enerji Uretim  A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,260055,Middle East,4/6/2020,,
1304,Guohua Rongcheng Phase III Wind Farm Project,"Guohua Resourceful (Rongcheng) Wind Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,89823,Asia,6/4/2020,10/17/2020,10/16/2030
1330,Midilli Hydroelectric Power Plant,Masat Enerji Elektrik Uretim ve Tic. Ltd. Sti.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,63761,Middle East,7/31/2012,12/27/2022,12/26/2032
1345,Boyabat Hydroelectric Power Plant,Boyabat Elektrik Uretim Ve Ticaret AS,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,580882,Middle East,10/24/2014,,
12,Chuanwei Group 24 MW Waste Gas based Captive Power Plant,"Neijiang Xingming Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,183021,Asia,4/6/2020,1/1/2021,12/31/2027
26,Gansu Diebu Niaojiaga 12.9 MW Hydropower Station Project,"Diebu Niaojiaga Hydropower Development Co, Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,55789,Asia,4/6/2020,,
30,Hunan Dongping 72MW Hydropower Project,Wuling Power Corporation Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,253336,Asia,4/6/2020,4/1/2021,3/31/2028
40,Yichun Erduoyan Wind Power Project 28.05MW,"Yichun Xinganling Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,61966,Asia,5/4/2009,,
45,Zhoubai Hydroelectric Project,Chongqing Wujiang Industry (power) Group,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,58051,Asia,4/6/2020,,
49,Liaoning Huanren Niumaodashan Wind Power Project,"CASC Longyuan (Benxi) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,61739,Asia,4/6/2020,,
51,29.70 MW Wind Power project in Karnataka India,ACCIONA WIND ENERGY PVT. LTD.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,88240,Asia,4/6/2020,,
53,Milenium Ceramic Switching Non Renewable Biomass Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,23371,Latin America,4/6/2020,,
65,Reunidas Ceramic Switching Non-Renewable Biomass Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,5553,Latin America,4/6/2020,10/1/2017,9/30/2027
68,"119.8 MW Natural Gas based Combined Cycle Power Plant, at Tanjavur, Tamilnadu by M/s Aban  Power Company Limited",Lanco Tanjore Power Company Limited,Energy industries (renewable/non-renewable sources),,AM0029,Registered,India,181153,Asia,4/6/2020,,
89,Xinjiang Dabancheng Sanchang First Phase Wind Farm Project,"Xinjiang Tianfeng Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,80817,Asia,4/6/2020,,
91,Changshatou 10MW Hydropower Project in Hubei Province,"Yichang Changfeng Hydropower Development Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,33022,Asia,4/6/2020,12/10/2017,12/9/2027
97,Yanling Shendu Hydropower Project,"Hunan Zhongda Shendu Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,19883,Asia,7/15/2009,,
103,RIMA Fuel Switch in Bocaiúva,RIMA Industrial S/A,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,Brazil,28849,Latin America,7/15/2009,,
117,"Waste heat recovery based power plant at Hindustan Zinc Limited, Chanderia",Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,ACM0012,Registered,India,51609,Asia,4/6/2020,,
124,Gansu Yumen Sanshilijingzi Wind Power Project,"Gansu Jieyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,106556,Asia,6/4/2020,,
132,"9 MW Neria Hyrdroelectric project, Karnataka, India",Bhoruka Power Corporation Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,18663,Asia,8/29/2009,,
148,Hebei Kangbao Wolongtushan 30 MW Wind Farm Project,"Hebei Construction Investment Zhangjiakou Wind Energy Co, Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,59089,Asia,4/6/2020,4/15/2021,4/14/2028
150,Inner Mongolia Wudaogou 50.25MW Wind Power Project,"Chifeng Xinsheng Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,142848,Asia,4/6/2020,,
192,"48 MW Houqiao Hydropower Project, Yunnan, China","Yunnan Baoshan Binglang River Hydropower Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,178615,Asia,4/6/2020,,
195,"8.3 MW Wind Electricity Generation Project by Parakh Agro Industries Limited in Dhule, Maharashtra",Parakh Agro Industries Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,13175,Asia,11/24/2009,,
246,Fujian Jiangle Dayan 32MW Hydropower Project,"Fujian Jinhu Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,105990,Asia,4/6/2020,,
668,"Tuna Hydropower Plant, Turkey",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,46521,Middle East,8/27/2011,,
265,"4.5 MW Grouped Small Hydropower Projects for Grid system by Bhoruka Power Corporation Limited in Karnataka State, India.",Bhoruka Power Corporation Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,16867,Asia,4/6/2020,,
268,2.5 MW WINDPOWERGENERATION PROJECT OF C.J.SHAH & CO,C . J . SHAH & CO,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,3697,Asia,1/6/2010,,
269,6.25 MW Wind Power Generation project of Salora International Limited,Salora International Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,9440,Asia,1/6/2010,,
273,Diaobingshan New-built 49.5MW Wind Power Station Project,"Three Gorges New Energy Diaobingshan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,107541,Asia,4/6/2020,2/2/2018,2/1/2028
274,Hanuman Ganga Hydro (4.95 MW) Plant at Uttarakhand,Regency Aquaelectro & Motelresorts Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,18422,Asia,4/6/2020,,
276,Jilin Tongyu Tongfa Wind Power Project,"Jilin Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,249920,Asia,4/6/2020,,
277,Hebei Shirenshan Wind Power Project,"Longyuan (Zhangjiakou) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,122445,Asia,4/6/2020,,
253,Fuzhou Hongmiaoling Landfill  Gas to Electricity Project,Fujian Tianyi Renewable Energy Technology & Utilization Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0001; AMS-I.D.,Registered,China,50000,Asia,12/18/2009,,
254,Guangdong Nan Ao 26MW  Wind Power Project,China Resources Wind Power(Shantou) Co.Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,50000,Asia,12/18/2009,,
255,"7.2 MW Nargund wind project for Grid system by Bhoruka Power Corporation Limited in Karnataka State, India.",Bhoruka Power Corporation Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,18416,Asia,4/6/2020,9/29/2017,9/28/2027
258,Shandong Penglai Pingdingshan Wind Farm Project,China Resources Wind Power (Yantai) Co. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,107488,Asia,6/4/2020,,
294,Jiangsu Rudong Lingyang Wind Power Project,"Jiangsu Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,98526,Asia,4/6/2020,,
298,"Aryan Coal 15 MW Wind Project in Maharashtra, India",ACB (INDIA) LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,23816,Asia,4/6/2020,3/28/2016,3/27/2026
303,"Positive Climate Care 9.75 MW Bundled Wind Power Project Activity by Savita Oil Technologies Ltd. & its group companies in the state of Maharashtra, India",Savita Oil Technologies Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,15480,Asia,2/1/2010,,
305,4.5 MW bundled wind power project,VVD AND SONS PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,8820,Asia,2/2/2010,,
325,Lugouhe Hydropower Station Project,"Sichuan Ebian Lugouhe Hydroelectricity Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,18928,Asia,4/6/2020,,
334,"Methane Recovery Project Cleanergy Wanroij, North Brabant, The Netherlands,",Cleanergy BV,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.D.,Registered,Netherlands,9643,Europe,6/4/2020,,
335,"Methane Recovery Project Aben, Wanroij, North Brabant, The Netherlands",Aben Recycling BV,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.D.; AMS-III.AO.,Registered,Netherlands,18021,Europe,5/13/2022,5/1/2016,4/30/2026
336,"Methane Recovery Project Houbensteyn Ysselsteyn, Limburg, The Netherlands",Houbensteyn milieu BV,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.D.; AMS-III.AO.,Registered,Netherlands,15201,Europe,5/17/2022,,
338,"Methane Recovery Project Praktijkcentrum Sterksel, North Brabant, The Netherlands",Praktijkcentrum Sterksel,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.D.,Registered,Netherlands,2180,Europe,4/6/2020,,
349,"8.35 MW Wind Power Project at Guddarangavana Halli, District Chitradurga, State Karnataka, India.",MSPL Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,17068,Asia,4/6/2020,,
