ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
5264,Yunfu LFG Power Generation Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,47759,Asia,4/7/2025,12/17/2022,12/16/2032
5214,Pingjiang County Domestic Waste Harmless Landfill Site LFG Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,60882,Asia,3/16/2025,3/21/2023,3/20/2033
5203,"Luoding BCCY New Power CO., Ltd. MSW biogas to electricity generation project","Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,44555,Asia,3/16/2025,12/28/2022,12/27/2032
5186,Quanzhou Canhua PET Recycling Project,"Fujian Province Canhua Enviromental Material Co., Ltd",Waste handling and disposal,,VMR0007,Registered,China,58574,Asia,2/25/2025,11/15/2022,11/14/2032
5165,Haiweidun electric vehicle in passenger transportation project,Suzhou Haiweidun Car Rental Co. LTD,Transport,,AMS-III.C.,Registered,China,43739,Asia,2/27/2025,11/1/2022,10/31/2032
5149,Huangtupo CMM Power Generation Project,"Qinyuan County Hetong Comprehensive Energy Service Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,178339,Asia,3/5/2025,3/19/2023,3/18/2033
5138,Wuhan Jiangxia Changshankou LFG Power Project Phase II,"Wuhan Huantou Environmental Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,157260,Asia,3/10/2025,11/22/2022,11/21/2032
5114,Grouped Projects for Safe Water Program in Uganda,Evidence Action,Energy demand,,AMS-I.E.; VMR0006; AMS-III.AV.,Registered,Uganda,429057,Africa,1/30/2025,9/1/2022,8/31/2029
5115,Grouped Projects for Safe Water Program in Malawi,Evidence Action,Energy demand,,AMS-I.E.; VMR0006; AMS-III.AV.,Registered,Malawi,364574,Africa,2/6/2025,9/1/2022,8/31/2029
5085,Tond Tenga,Tree Aid,Agriculture Forestry and Other Land Use,ARR,VM0047,Registered,Burkina Faso,92592,Africa,4/4/2025,7/31/2023,7/30/2063
5078,CTR Metropolitana Landfill Gas,ALAGOAS AMBIENTAL S/A,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,Brazil,93308,Latin America,4/14/2025,8/10/2022,8/9/2029
5053,EASY BREATHE INDIA SMART COOKSTOVE PROGRAM,EVI Green Markets Pte. Ltd.,Energy demand,,VMR0006,Registered,India,1720,Asia,4/23/2025,5/29/2023,5/28/2030
5052,Tech-Bank Swine Manure Composting Project in Jiangsu Province,"Tech-Bank Food Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,China,41050,Asia,3/9/2025,11/1/2022,10/31/2032
5046,Yangquan Guzhuang 8MW CMM Power Generation Project,Yangquan Zhonglian Energy Technology Co.,"Energy industries (renewable/non-renewable sources); Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,ACM0008,Registered,China,240337,Asia,1/6/2025,10/28/2022,10/27/2032
5040,Yixian MSW Incineration and Power Generation Project,Baoding Yixian Canvest Environmental Power Company Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,China,113892,Asia,2/21/2025,3/31/2023,3/30/2033
5026,Guizhou Mayixi Yijing CMM Power Generation Project,"Guizhou Panjiang CBM Development&Utilization Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,126430,Asia,12/4/2024,7/17/2022,7/16/2032
5016,Longhai New Hope manure management project,Multiple Proponents,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,113596,Asia,3/27/2025,1/11/2023,1/10/2033
5011,Shanxi Xiyang CMM Power Generation Project,"Shanxi Xiyang Fenghui coal industry Co., Ltd. Power Plant",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,813242,Asia,2/17/2025,12/1/2022,11/30/2032
4982,RBML (Reliance BP Mobility Limited) EV Charging Infrastructure Project,Reliance BP Mobility Limited,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Registered,India,1068196,Asia,4/16/2025,3/24/2022,3/23/2032
4963,Liuzhou MSW Incineration Project,"Shanghai Treasure Carbon New Energy Environmental Protection Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,China,232709,Asia,2/7/2025,6/1/2022,5/31/2032
4950,Berglandmilch Cooperative Grouped Project: Reduction of methane emissions in the Austrian Dairy Sector,Berglandmilch eGen,"Livestock, enteric fermentation, and manure management",,VM0041,Registered,Austria,24369,Europe,4/23/2025,11/1/2022,10/31/2029
4940,Taiping Township Waste Resource Utilization Project,"Heilongjiang Boneng Green Energy Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,China,28578,Asia,3/20/2025,8/1/2022,7/31/2032
4938,Chiping Municipal Solid Waste Incineration For Power Generation Project,"Chiping Guohuan Renewable Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,China,85407,Asia,1/21/2025,10/21/2022,10/20/2032
4928,Shunping MSW Incineration and Power Generation PPP Project,"Shanghai Treasure Carbon New Energy Environmental Protection Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,China,60991,Asia,11/14/2024,5/13/2022,5/12/2032
4920,Shanxi Xiadian CMM Power Generation Project,"Xiangyuan Luxin Coal Mine Methane Power Generation Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,293714,Asia,12/10/2024,7/15/2022,7/14/2032
4921,Gaotang Municipal Solid Waste Incineration For Power Generation Project,"Gaotang Guohuan Renewable Resources Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,China,66240,Asia,12/10/2024,8/5/2022,8/4/2032
4916,Guangxi Laibin Organic Wastewater Biogas Power Generation Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.F.; AMS-III.H.,Registered,China,62771,Asia,12/4/2024,6/29/2023,6/28/2033
4869,KAMPONG CHHNANG 60 MW SOLAR POWER PROJECT,"Prime Road Alternative (Cambodia) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Cambodia,81868,Asia,3/10/2025,11/11/2022,11/10/2029
4848,Starch Plus Wastewater Treatment And Biogas Utilisation Project,"Starch Plus Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-I.F.; AMS-III.H.,Registered,Thailand,37970,Asia,1/7/2025,9/27/2022,9/26/2029
4830,Liaoning Sengda Waste Plastic Recycling Project,"Liaoning Sengda Environmental Resources Group Co., Ltd.",Waste handling and disposal,,VMR0007,Registered,China,54031,Asia,3/17/2025,6/1/2022,5/31/2032
4824,Turu EV Charging Network Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Registered,South Korea,137229,Asia,11/14/2024,4/1/2022,3/31/2032
4816,Hexi Biogas Recovery and Utilization Project,"Fengcheng Xinfengtai Environment Technology Co., Ltd","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registered,China,55019,Asia,9/20/2024,5/5/2022,5/4/2029
4818,Linfen MSW Incineration and Power Generation Project,Linfen Canvest Environmental Power Company Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,China,107358,Asia,10/21/2024,6/14/2022,6/13/2029
4799,Carbon Disclosure SA Solar PV Grouped Project 1,Carbon Disclosure South Africa (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,South Africa,9418,Africa,11/13/2024,9/13/2022,9/12/2029
4795,Evander Solar Solutions PV Grouped Project,Evander Solar Solutions (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,South Africa,25309,Africa,4/5/2025,6/1/2022,5/31/2029
4794,Leiyang Hexi Animal Manure Composting Project,"Leiyang Cailun Contemporary Agricultural Science and Technology Park Development Co., Ltd.",Waste handling and disposal,,AMS-I.D.; AMS-III.F.; AMS-III.Y,Registered,China,59972,Asia,11/13/2024,3/28/2022,3/27/2029
4781,Guangxi Guigang Food Waste Recycling Project,"Guangxi Guigang Beikong Environmental technology Co., Ltd",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,China,26194,Asia,3/21/2025,4/28/2022,4/27/2029
4784,Wuhan Jiangxia Changshankou LFG Power Project Phase I,"Wuhan Huantou Environmental Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,315570,Asia,8/13/2024,3/10/2022,3/9/2032
4775,Grouped Solar Power Project by Indospace Development Management Pvt. Ltd.,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,India,8233,Asia,11/22/2024,4/27/2022,4/26/2029
4757,JIANGSU SUQIAN AWMS Biogas Recovery and Utilization Project,"Muyuan Foods Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registered,China,95846,Asia,1/13/2025,8/7/2022,8/6/2032
4754,Puning MSW Incineration and Power Generation,"Puning Guangye Yueneng Environmental Protection Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,China,208814,Asia,12/17/2024,5/10/2022,5/9/2029
4745,Henan CP Group Swine Farm Biogas Recovery and Utilization Project,"Hainan Senyou Environmental Technology Co.,Ltd","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registered,China,19393,Asia,11/14/2024,4/6/2022,4/5/2032
4736,CHENGZI RECYCLED AL PROJECT A,Multiple Proponents,Waste handling and disposal,,AMS-III.AJ.,Registered,China,59059,Asia,8/23/2024,3/1/2022,2/28/2029
4731,"Biogas based Poultry Waste Management Project at Siddipet District, Telangana State, India",Sunmax Hatcheries Private Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.F.; AMS-III.D.,Registered,India,26608,Asia,9/15/2024,1/28/2024,1/27/2031
4732,"NatureRe assisted natural regeneration project in degraded lands in Antioquia, Colombia",NatureRe Capital AG,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Colombia,37467,Latin America,4/23/2025,10/1/2022,9/30/2062
4717,Bundled Solar Power Project by AMP Energy - 02,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,India,17148,Asia,11/22/2024,1/10/2022,1/9/2029
4703,Xingning Tokzin PET Recycling Project,"Xingning Tokzin Yinghui Resources Co., Ltd.",Waste handling and disposal,,AMS-III.AJ.,Registered,China,38176,Asia,8/20/2024,4/6/2022,4/5/2029
4695,Xinxiang Yanmai Biogas Utilization Project,"Xinxiang Yanmai Food Co., Ltd",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-III.H.,Registered,China,49972,Asia,12/20/2024,5/20/2023,5/19/2030
4677,Jinshan Songlin Market Swine Manure Utilization Project,"Shanghai Songlin Industrial & Trade Co., Ltd.",Waste handling and disposal,,AMS-III.D.,Registered,China,17927,Asia,11/27/2024,1/15/2022,1/14/2029
4667,TTCA ORGANIC COMPOSTING PROJECT IN ATTAPEU,"TTC Attapeu Sugar Cane Sole Co.,Ltd","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,Lao,47528,Asia,2/13/2025,7/1/2022,6/30/2032
4669,"100 MW Solar PV project by ERBL, Bangladesh",Energon Renewables (BD) Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Bangladesh,106019,Asia,6/26/2024,12/29/2021,12/28/2028
4661,SMG - Cookstove Program 20,Shri Maa Marketing Private Limited,Energy demand,,VMR0006,Registered,India,53826,Asia,11/7/2024,1/1/2023,12/31/2029
4662,SMG - Cookstove Program 21,Shri Maa Marketing Private Limited,Energy demand,,VMR0006,Registered,India,113183,Asia,1/28/2025,1/1/2023,12/31/2029
4663,SMG Cookstove Program 22,Shri Maa Marketing Private Limited,Energy demand,,VMR0006,Registered,India,105045,Asia,2/28/2025,1/1/2023,12/31/2029
4654,Hengyang Peike Animal Manure Composting Project,"Hengyang Peike Ecological Technology Co., Ltd.",Waste handling and disposal,,AMS-III.F.,Registered,China,58276,Asia,10/28/2024,1/3/2022,1/2/2029
4649,CBG Plant at Sainsons,Multiple Proponents,Transport; Waste handling and disposal,,AMS-III.H.; AMS-III.AQ,Registered,India,30091,Asia,12/4/2024,4/1/2022,3/31/2029
4645,Wudi Lvhe Composting project,"Wudi County Lvhe Organic Fertilizer Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,China,57075,Asia,9/27/2024,3/10/2022,3/9/2032
4614,GER Recycled PP Project,"Jiangxi Green Recycling Co.,Ltd.",Waste handling and disposal,,AMS-III.AJ.,Registered,China,19600,Asia,5/17/2024,1/1/2022,12/31/2028
4601,An Qiu Biogas Utilization Project,"TTCA Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0014,Registered,China,329347,Asia,7/26/2024,4/28/2022,4/27/2032
4588,Nam Houng - 1 Hydro Power Project,"Nam Houng - 1 Hydro Power Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Lao,40515,Asia,9/12/2024,9/1/2023,8/31/2030
4589,Biogas-based Manure Management Program,Dugdh Utpadak Sahkari Sangh Limited (DUSSL),Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.D.,Registered,India,11715,Asia,2/5/2025,3/31/2023,3/30/2030
4592,Symbiosis Continuous Cover Forest Project,SYMBIOSIS INVESTIMENTOS E PARTICIPACOES S.A.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Brazil,687480,Latin America,1/23/2025,9/3/2020,9/2/2060
4582,Myanmar Kyeeonkyeewa Solar Power Plant Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Myanmar,23339,Asia,7/29/2024,12/28/2022,12/27/2029
4583,Myanmar Satoketayar Solar Power Plant Project,"Timing Carbon Asset Management Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Myanmar,23014,Asia,7/29/2024,2/7/2023,2/6/2030
4580,Myanmar Kindar Solar Power Plant Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Myanmar,22402,Asia,7/29/2024,1/18/2023,1/17/2030
4567,Muyuan Handan AWMS GHG Mitigation Project in Hebei Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,80457,Asia,12/11/2024,2/25/2022,2/24/2032
4573,Muyuan Tongliao AWMS GHG Mitigation Project in Inner Mongolia,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,514084,Asia,12/11/2024,2/28/2022,2/27/2032
4564,"7.5 MW Waste-to-Energy Power Plant by Goodwatts WTE Jamnagar Private Limited in Gujarat, India",Goodwatts WTE Jamnagar Private Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.E.,Registered,India,46759,Asia,11/7/2024,11/15/2021,11/14/2028
4559,Anhui Zhujixi CMM Utilization Project,"Huainan Huamei Pushi New Energy Technology Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,151088,Asia,11/16/2024,12/14/2021,12/13/2031
4562,IÇARA LANDFILL GAS PROJECT,UniCarbo Energia e Biogas Ltda.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,Brazil,290881,Latin America,11/25/2024,4/27/2022,4/26/2029
4558,Xinhangdao AWMS GHG Mitigation Project In Shangqiu City,"Henan Xinhangdao Food Co.,Ltd","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,China,42720,Asia,11/12/2024,12/15/2021,12/14/2031
4550,Barka Landfill Gas Recovery Project,OQ Trading Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,Oman,160001,Middle East,9/1/2024,2/17/2022,2/16/2032
4544,Al Multaqa Landfill Gas Recovery Project,OQ Trading Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,Oman,121049,Middle East,5/31/2024,11/1/2021,10/31/2031
4546,RECYCLING ROADWAYS FOR CARBON EMISSION REDUCTIONS – GLOBAL EMISSIONAIRY – PROJECT CALIFORNIA USA,"Global Emissionairy, LLC",Construction,,VM0039,Registered,United States,39509,North America,1/8/2025,7/7/2021,7/6/2028
4547,RECYCLING ROADWAYS FOR CARBON EMISSION REDUCTIONS – GLOBAL EMISSIONAIRY – U.S. PROJECT #2,"Global Emissionairy, LLC",Construction,,VM0039,Registered,United States,74447,North America,3/19/2025,7/6/2021,7/5/2028
4533,"Tech-Bank Animal Waste Management Systems (AWMS) GHG Mitigation Project in Fuyang, Anhui","Tech-Bank Food Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,211574,Asia,1/29/2025,1/1/2022,12/31/2031
4531,Reducing Gas Leakages within the Hududgaz Gas Distribution Networks across Uzbekistan,Multiple Proponents,"Fugitive emissions from fuels (solid, oil and gas)",,AM0023,Registered,Uzbekistan,7354473,Asia,7/19/2024,8/22/2023,8/21/2033
4517,REVIVE ENRIVONMENT IMPROVED  COOKSTOVE PROJECT IN PAKISTAN,Revive Environment Pvt. Ltd.,Energy demand,,VMR0006,Registered,Pakistan,2960188,Asia,4/16/2025,11/18/2023,11/17/2033
4499,Liyang 15 MW Low-concentration CMM Power Generation Project,"Beijing Yonder Environmental Energy Technology Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,456021,Asia,9/4/2024,3/1/2022,2/29/2032
4508,Weibei Pipeline Associated Gas Recovery Project,"CNOOC China Limited, Zhanjiang Branch","Energy industries (renewable/non-renewable sources); Fugitive emissions from fuels (solid, oil and gas)",,AM0009,Registered,China,354152,Asia,4/12/2024,4/9/2023,4/8/2033
4511,Silvador Climate Action,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0012,Registered,Romania,11096,Europe,12/2/2024,8/1/2020,7/31/2050
4496,Jiangxi Xinsheng Swine Farm Manure Management System GHG Mitigation Project,"Jinggangshan Xinsheng Agricultural Products Development Co.,Ltd","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,30750,Asia,12/2/2024,2/1/2022,1/31/2029
4493,Varanasi Smart City Bio-Conversion Project,Gobardhan Varanasi Foundation SPV,Transport; Waste handling and disposal,,AMS-III.D.; AMS-III.AO.,Registered,India,4741,Asia,1/13/2025,6/16/2022,6/15/2029
4486,Nkhotakota Solar PV project,South Pole Carbon Asset Management Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Malawi,22148,Africa,2/15/2025,7/29/2023,7/28/2030
4472,Wu Cheng Geothermal Based Space Heating System,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AM0072,Registered,China,62052,Asia,9/4/2024,11/8/2021,11/7/2031
4469,Zonguldak Landfill Gas to Electricity Project,Arel Yenilenebilir Enerji Teknolojileri ve Elektrik Üretim Ltd. Şti.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,Turkey,71518,Middle East,10/3/2024,1/1/2022,12/31/2028
4457,Tramontana ICS-01 - The Distribution of Improved Cookstoves to Indigenous Communities across Rural India,Tramontana Impact Limited,Energy demand,,VMR0006,Registered,India,1310160,Asia,8/1/2024,1/21/2023,1/20/2030
4443,Jinan Pingyin Youran Dairy Cattle Manure Management Project,"Jinan Youran Animal Husbandry Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registered,China,35133,Asia,3/14/2024,9/5/2021,9/4/2028
4429,Management of Community Forests for the Reduction of Deforestation in the Peruvian Amazon,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Peru,1039475,Latin America,2/21/2025,7/1/2021,6/30/2041
4430,Reflorestamento de Impacto no Brasil Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Brazil,239,Latin America,1/9/2025,1/1/2023,12/31/2062
4413,Household Biogas Program for Smallholder Farmers in India by SPEF and NDDB,EKI Energy Services Limited,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,AMS-I.E.; AMS-III.R.,Registered,India,12319,Asia,5/10/2024,8/13/2021,8/12/2028
4412,Xiding AWMS GHG Mitigation Project,"Xiding Technology Group Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,China,82738,Asia,3/14/2024,8/19/2021,8/18/2031
4389,Zano-Souri solar power,AERA Group,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Burkina Faso,25589,Africa,11/6/2024,10/24/2023,10/23/2030
4382,MSW to Compost through BSF Rearing process,Ento Proteins Private Limited,Waste handling and disposal,,AMS-III.F.,Registered,India,43793,Asia,12/13/2024,12/9/2021,12/8/2028
4383,Lankao Geothermal Based Space Heating System,"Lankao Green Energy Clean Energy Co., Ltd",Energy industries (renewable/non-renewable sources),,AM0072,Registered,China,75508,Asia,4/19/2024,11/15/2021,11/14/2031
4376,Haishang Biogas Recovery and Utilization Project,"Shaoyang County Haishang Ecological Agriculture Technology Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registered,China,58300,Asia,11/19/2023,1/1/2022,12/31/2031
4374,Sequoia cookstoves in Benin,Sequoia Plantation Benin SAU,Energy demand,,VMR0006,Registered,Benin,951875,Africa,8/23/2024,3/20/2023,3/19/2030
4368,"Waste to Energy Project in Chennai, Tamil Nadu",Srinivas Waste Management Services Private Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,India,28918,Asia,6/12/2024,11/15/2021,11/14/2028
4367,Zhenyuan Swine Farm AWMS GHG Mitigation Project,Multiple Proponents,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,36193,Asia,11/14/2024,12/11/2021,12/10/2028
4350,Puyang Swine Farm AWMS Project in Henan,"Muyuan Foods Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registered,China,106854,Asia,6/13/2024,9/17/2021,9/16/2031
4352,Henan Xinyang Grouped AWMS Biogas Recovery Project,"Muyuan Foods Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registered,China,44299,Asia,6/24/2024,10/10/2021,10/9/2031
4347,Hunan Anfu PP Recycling Project,"Hunan Anfu Environmental Protection Technology Co.,Ltd",Waste handling and disposal,,AMS-III.AJ.,Registered,China,41565,Asia,8/6/2024,11/10/2021,11/9/2028
4349,Yueyang LFG Power Generation Project,"Yueyang Weiteng New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,28517,Asia,2/16/2024,11/26/2021,11/25/2031
4339,Gansu Baiyin AWMS Biogas Recovery and Utilization Project,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registered,China,55588,Asia,6/21/2024,9/30/2021,9/29/2031
4340,Gansu Wuwei Liangzhou Grouped AWMS GHG Mitigation Project,"Muyuan Foods Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registered,China,64625,Asia,6/27/2024,9/24/2021,9/23/2031
4334,"Biogas Project in Cuddalore, India",Global Carbon Solutions,Transport; Waste handling and disposal,,AMS-III.D.; AMS-III.AO.; AMS-III.AQ,Registered,India,28669,Asia,10/4/2024,7/28/2021,7/27/2028
4335,Grouped Commercial Electric Vehicles Project of Intelligent Link,"Zhejiang Green Intelligent Link Co., Ltd.",Transport,,AMS-III.C.,Registered,China,88354,Asia,2/29/2024,10/8/2021,10/7/2031
4312,Installation of high efficiency wood burning cookstoves in Bangladesh,C-Quest Capital BD Stoves 1 Pte. Ltd.,Energy demand,,VMR0006,Registered,Bangladesh,10882863,Asia,2/15/2024,7/1/2024,6/30/2034
4313,Installation of high efficiency wood burning cookstoves in Cambodia,Bridge Carbon SGT Asia Stoves Private Limited,Energy demand,,VMR0006,Registered,Cambodia,2050546,Asia,4/4/2024,4/17/2024,4/16/2034
4314,Installation of high efficiency wood burning cookstoves in Laos – Project 2,Bridge Carbon SGT Asia Stoves Private Limited,Energy demand,,VMR0006,Registered,Lao,1223363,Asia,4/12/2024,2/17/2024,2/16/2034
4279,Monsoon Methane Avoidance from Industrial Wastewater in Malaysia Grouped Project,Monsoon Carbon Pte Ltd,Waste handling and disposal,,AMS-III.H.,Registered,Malaysia,32423,Asia,3/21/2024,2/16/2023,2/15/2030
4281,OKINAWA EV PROJECT IN INDIA,Okinawa Autotech Internationall Private Limited,Transport,,AMS-III.C.,Registered,India,40080,Asia,12/17/2024,6/15/2022,6/14/2029
4268,Family Forest Carbon Project,Forest Carbon Works PBC,Agriculture Forestry and Other Land Use,IFM,VM0003,Registered,United States,845991,North America,2/1/2024,7/14/2020,7/13/2045
4260,Guizhou Zhongzhichang CMM Power Generation Project,"Guizhou Yuezhong Comprehensive Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,183330,Asia,12/30/2024,7/6/2022,7/5/2032
4256,Linzhang Biogas Recovery and Utilization Project,"Zhonghuan Xinwei Green Technology (Lin Zhang) Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Transport",,AM0073; AMS-III.AQ,Registered,China,151849,Asia,9/10/2024,2/1/2022,1/31/2029
4248,Haishang Shaoyang Composting Project,"Shaoyang County Haishang Ecological Agriculture Technology Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,China,58858,Asia,10/11/2023,8/1/2021,7/31/2031
4250,CLEAN COOKSTOVE FOR GARO COMMUNITIES,GHE Impact Ventures Private Limited,Energy demand,,VMR0006,Registered,India,94759,Asia,5/8/2024,10/19/2022,10/18/2029
4245,Biogas to electricity generation group project in India,EKI Energy Services Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.F.; AMS-III.D.,Registered,India,20862,Asia,7/3/2024,6/22/2021,6/21/2028
4238,HEFEI BIOGAS RECOVERY AND UTILIZATION PROJECT,"Hefei Modern Energy Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,82118,Asia,6/20/2024,4/1/2022,3/31/2032
4239,WUHE BIOGAS RECOVERY AND UTILIZATION PROJECT,"Modern Energy Wuhe Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,ACM0010,Registered,China,173943,Asia,9/10/2024,4/1/2022,3/31/2032
